task_run__calibration,task_run__created,task_run__finish_time,task_run__id,task_run__info,task_run__project_id,task_run__task_id,task_run__timeout,task_run__user_id,task_run__user_ip,task_runinfo__ebolaallprotective,task_runinfo__ebolaanyprotective,task_runinfo__ebolacleaning,task_runinfo__ebolapeople,task_runinfo__img,task_runinfo__isMigrated,task_runinfo__son_app_id,task_runinfo__task_id
None,2015-02-13T02:40:57.208169,2015-02-13T02:40:57.208192,579,"{""son_app_id"": 40, ""img"": ""https://farm3.staticflickr.com/2916/14585957550_55c68776fa_b.jpg"", ""task_id"": 564, ""ebolaallprotective"": ""No"", ""ebolapeople"": ""Yes"", ""ebolaanyprotective"": ""No"", ""ebolacleaning"": ""No"", ""isMigrated"": true}",27,564,None,None,128.250.0.138,No,No,No,Yes,https://farm3.staticflickr.com/2916/14585957550_55c68776fa_b.jpg,TRUE,40,564
None,2015-02-16T04:38:40.273355,2015-02-16T04:38:40.273375,580,"{""son_app_id"": 40, ""img"": ""https://farm4.staticflickr.com/3912/14770269674_63a555e566_b.jpg"", ""task_id"": 573, ""ebolaallprotective"": """", ""ebolapeople"": """", ""ebolaanyprotective"": """", ""ebolacleaning"": """", ""isMigrated"": true}",27,573,None,None,14.139.82.6,,,,,https://farm4.staticflickr.com/3912/14770269674_63a555e566_b.jpg,TRUE,40,573
None,2015-02-12T17:11:37.450248,2015-02-12T17:11:37.450268,593,"{""son_app_id"": 40, ""img"": ""https://farm3.staticflickr.com/2916/14585957550_55c68776fa_b.jpg"", ""task_id"": 564, ""ebolaallprotective"": ""No"", ""ebolapeople"": ""Yes"", ""ebolaanyprotective"": ""No"", ""ebolacleaning"": ""No"", ""isMigrated"": true}",27,564,None,None,189.215.23.51,No,No,No,Yes,https://farm3.staticflickr.com/2916/14585957550_55c68776fa_b.jpg,TRUE,40,564
None,2015-02-12T17:13:03.565512,2015-02-12T17:13:03.565532,594,"{""son_app_id"": 40, ""img"": ""https://farm6.staticflickr.com/5581/14586200430_a71ff808d4_b.jpg"", ""task_id"": 549, ""ebolaallprotective"": ""No"", ""ebolapeople"": ""Yes"", ""ebolaanyprotective"": ""No"", ""ebolacleaning"": ""No"", ""isMigrated"": true}",27,549,None,None,189.215.23.51,No,No,No,Yes,https://farm6.staticflickr.com/5581/14586200430_a71ff808d4_b.jpg,TRUE,40,549
None,2015-02-13T02:40:52.654655,2015-02-13T02:40:52.654679,595,"{""son_app_id"": 40, ""img"": ""https://farm3.staticflickr.com/2916/14585957550_55c68776fa_b.jpg"", ""task_id"": 564, ""ebolaallprotective"": ""No"", ""ebolapeople"": ""Yes"", ""ebolaanyprotective"": ""No"", ""ebolacleaning"": ""No"", ""isMigrated"": true}",27,564,None,None,128.250.0.138,No,No,No,Yes,https://farm3.staticflickr.com/2916/14585957550_55c68776fa_b.jpg,TRUE,40,564
None,2015-02-16T04:38:16.183839,2015-02-16T04:38:16.183861,596,"{""son_app_id"": 40, ""img"": ""https://farm3.staticflickr.com/2929/14772648475_5b1f76527f_b.jpg"", ""task_id"": 548, ""ebolaallprotective"": ""No"", ""ebolapeople"": ""Yes"", ""ebolaanyprotective"": ""Yes"", ""ebolacleaning"": ""Yes"", ""isMigrated"": true}",27,548,None,None,14.139.82.6,No,Yes,Yes,Yes,https://farm3.staticflickr.com/2929/14772648475_5b1f76527f_b.jpg,TRUE,40,548
None,2015-02-12T11:20:07.372075,2015-02-12T11:20:07.372101,614,"{""son_app_id"": 40, ""img"": ""https://farm6.staticflickr.com/5567/14586257059_fde7a18da9_b.jpg"", ""task_id"": 572, ""ebolaallprotective"": """", ""ebolapeople"": """", ""ebolaanyprotective"": """", ""ebolacleaning"": """", ""isMigrated"": true}",27,572,None,None,41.202.73.81,,,,,https://farm6.staticflickr.com/5567/14586257059_fde7a18da9_b.jpg,TRUE,40,572
None,2015-02-13T02:41:13.838072,2015-02-13T02:41:13.838098,618,"{""son_app_id"": 40, ""img"": ""https://farm3.staticflickr.com/2929/14772648475_5b1f76527f_b.jpg"", ""task_id"": 548, ""ebolaallprotective"": ""No"", ""ebolapeople"": ""Yes"", ""ebolaanyprotective"": ""Yes"", ""ebolacleaning"": ""No"", ""isMigrated"": true}",27,548,None,None,128.250.0.138,No,Yes,No,Yes,https://farm3.staticflickr.com/2929/14772648475_5b1f76527f_b.jpg,TRUE,40,548
None,2015-04-30T15:54:22.954650,2015-04-30T15:54:22.954677,623,"{""son_app_id"": 40, ""img"": ""https://farm4.staticflickr.com/3851/14770283734_cb6c34e052_b.jpg"", ""task_id"": 554, ""ebolaallprotective"": ""Yes"", ""ebolapeople"": ""Yes"", ""ebolaanyprotective"": ""Yes"", ""ebolacleaning"": ""No"", ""isMigrated"": true}",27,554,None,None,193.62.111.10,Yes,Yes,No,Yes,https://farm4.staticflickr.com/3851/14770283734_cb6c34e052_b.jpg,TRUE,40,554
None,2015-04-30T20:29:05.372073,2015-04-30T20:29:05.372088,630,"{""son_app_id"": 40, ""img"": ""https://farm3.staticflickr.com/2929/14772648475_5b1f76527f_b.jpg"", ""task_id"": 548, ""ebolaallprotective"": ""No"", ""ebolapeople"": ""Yes"", ""ebolaanyprotective"": ""No"", ""ebolacleaning"": ""No"", ""isMigrated"": true}",27,548,None,None,86.152.94.73,No,No,No,Yes,https://farm3.staticflickr.com/2929/14772648475_5b1f76527f_b.jpg,TRUE,40,548
None,2015-02-16T04:37:54.335290,2015-02-16T04:37:54.335310,631,"{""son_app_id"": 40, ""img"": ""https://farm3.staticflickr.com/2916/14585957550_55c68776fa_b.jpg"", ""task_id"": 564, ""ebolaallprotective"": ""No"", ""ebolapeople"": ""Yes"", ""ebolaanyprotective"": ""No"", ""ebolacleaning"": ""No"", ""isMigrated"": true}",27,564,None,None,14.139.82.6,No,No,No,Yes,https://farm3.staticflickr.com/2916/14585957550_55c68776fa_b.jpg,TRUE,40,564
None,2015-04-30T15:53:05.825992,2015-04-30T15:53:05.826008,637,"{""son_app_id"": 40, ""img"": ""https://farm3.staticflickr.com/2916/14585957550_55c68776fa_b.jpg"", ""task_id"": 564, ""ebolaallprotective"": ""No"", ""ebolapeople"": ""Yes"", ""ebolaanyprotective"": ""No"", ""ebolacleaning"": ""No"", ""isMigrated"": true}",27,564,None,None,193.62.111.10,No,No,No,Yes,https://farm3.staticflickr.com/2916/14585957550_55c68776fa_b.jpg,TRUE,40,564
None,2015-04-30T20:29:35.733260,2015-04-30T20:29:35.733293,648,"{""son_app_id"": 40, ""img"": ""https://farm4.staticflickr.com/3851/14770283734_cb6c34e052_b.jpg"", ""task_id"": 554, ""ebolaallprotective"": ""Yes"", ""ebolapeople"": ""Yes"", ""ebolaanyprotective"": ""Yes"", ""ebolacleaning"": ""No"", ""isMigrated"": true}",27,554,None,None,86.152.94.73,Yes,Yes,No,Yes,https://farm4.staticflickr.com/3851/14770283734_cb6c34e052_b.jpg,TRUE,40,554
None,2014-11-07T14:18:11.982079,2014-11-07T14:18:11.982107,650,"{""son_app_id"": 40, ""img"": ""https://farm6.staticflickr.com/5567/14586257059_fde7a18da9_b.jpg"", ""task_id"": 572, ""ebolaallprotective"": """", ""ebolapeople"": ""No"", ""ebolaanyprotective"": """", ""ebolacleaning"": """", ""isMigrated"": true}",27,572,None,74,None,,,,No,https://farm6.staticflickr.com/5567/14586257059_fde7a18da9_b.jpg,TRUE,40,572
None,2014-11-25T12:36:10.410542,2014-11-25T12:36:10.410562,665,"{""son_app_id"": 40, ""img"": ""https://farm6.staticflickr.com/5567/14586257059_fde7a18da9_b.jpg"", ""task_id"": 572, ""ebolaallprotective"": """", ""ebolapeople"": """", ""ebolaanyprotective"": """", ""ebolacleaning"": """", ""isMigrated"": true}",27,572,None,None,137.138.32.13,,,,,https://farm6.staticflickr.com/5567/14586257059_fde7a18da9_b.jpg,TRUE,40,572
None,2015-01-07T09:25:01.832781,2015-01-07T09:25:01.832802,666,"{""son_app_id"": 40, ""img"": ""https://farm6.staticflickr.com/5567/14586257059_fde7a18da9_b.jpg"", ""task_id"": 572, ""ebolaallprotective"": """", ""ebolapeople"": """", ""ebolaanyprotective"": """", ""ebolacleaning"": """", ""isMigrated"": true}",27,572,None,None,192.33.216.234,,,,,https://farm6.staticflickr.com/5567/14586257059_fde7a18da9_b.jpg,TRUE,40,572
None,2015-01-07T09:29:01.168737,2015-01-07T09:29:01.168757,667,"{""son_app_id"": 40, ""img"": ""https://farm3.staticflickr.com/2929/14772648475_5b1f76527f_b.jpg"", ""task_id"": 548, ""ebolaallprotective"": ""No"", ""ebolapeople"": ""Yes"", ""ebolaanyprotective"": ""Yes"", ""ebolacleaning"": ""No"", ""isMigrated"": true}",27,548,None,None,192.33.216.234,No,Yes,No,Yes,https://farm3.staticflickr.com/2929/14772648475_5b1f76527f_b.jpg,TRUE,40,548
None,2015-02-20T06:54:43.746974,2015-02-20T06:54:43.746994,742,"{""son_app_id"": 41, ""img"": ""https://farm6.staticflickr.com/5588/14772299882_c49c3a0c5d_b.jpg"", ""task_id"": 565, ""isRelevant"": ""No"", ""latlancoords"": ""unknown"", ""isMigrated"": true}",27,565,None,None,14.139.82.6,https://farm6.staticflickr.com/5588/14772299882_c49c3a0c5d_b.jpg,TRUE,No,unknown,41,565,,
None,2015-04-30T15:54:42.715513,2015-04-30T15:54:42.715526,754,"{""son_app_id"": 40, ""img"": ""https://farm4.staticflickr.com/3912/14770269674_63a555e566_b.jpg"", ""task_id"": 573, ""ebolaallprotective"": ""Yes"", ""ebolapeople"": ""Yes"", ""ebolaanyprotective"": ""Yes"", ""ebolacleaning"": ""No"", ""isMigrated"": true}",27,573,None,None,193.62.111.10,Yes,Yes,No,Yes,https://farm4.staticflickr.com/3912/14770269674_63a555e566_b.jpg,TRUE,40,573
None,2014-11-28T13:53:06.214754,2014-11-28T13:53:06.214775,756,"{""son_app_id"": 40, ""img"": ""https://farm6.staticflickr.com/5567/14586257059_fde7a18da9_b.jpg"", ""task_id"": 572, ""ebolaallprotective"": """", ""ebolapeople"": """", ""ebolaanyprotective"": """", ""ebolacleaning"": """", ""isMigrated"": true}",27,572,None,None,128.141.32.17,,,,,https://farm6.staticflickr.com/5567/14586257059_fde7a18da9_b.jpg,TRUE,40,572
None,2015-04-30T20:30:23.094137,2015-04-30T20:30:23.094168,817,"{""son_app_id"": 40, ""img"": ""https://farm6.staticflickr.com/5581/14586200430_a71ff808d4_b.jpg"", ""task_id"": 549, ""ebolaallprotective"": ""No"", ""ebolapeople"": ""Yes"", ""ebolaanyprotective"": ""No"", ""ebolacleaning"": ""No"", ""isMigrated"": true}",27,549,None,None,86.152.94.73,No,No,No,Yes,https://farm6.staticflickr.com/5581/14586200430_a71ff808d4_b.jpg,TRUE,40,549
